epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
134,5251.79,0.79135,0.65604,1.07332,0.69225,0.48383,0.53154,0.33776,1.45744,1.31766,1.57755,0.000182228,0.000182228,0.000182228
135,5291.2,0.7685,0.62787,1.0638,0.67488,0.51156,0.5514,0.34315,1.43496,1.37069,1.55607,0.000180704,0.000180704,0.000180704
136,5331.07,0.79177,0.63842,1.07221,0.65992,0.48637,0.5437,0.34383,1.43824,1.35677,1.54534,0.000179179,0.000179179,0.000179179
137,5370.21,0.76116,0.6322,1.05667,0.58701,0.57828,0.5601,0.35243,1.43315,1.29825,1.55409,0.000177654,0.000177654,0.000177654
138,5409.31,0.76931,0.64677,1.06683,0.69996,0.47712,0.53013,0.3354,1.45752,1.36163,1.5796,0.00017613,0.00017613,0.00017613
139,5448.25,0.76688,0.61716,1.06094,0.7,0.473,0.54631,0.35022,1.43029,1.36377,1.55678,0.000174605,0.000174605,0.000174605
140,5487.58,0.76525,0.6287,1.06484,0.59829,0.52029,0.5456,0.34349,1.453,1.39052,1.58625,0.000173081,0.000173081,0.000173081
141,5527.29,0.76075,0.62132,1.05154,0.67649,0.47768,0.54477,0.34877,1.44942,1.40008,1.56358,0.000171556,0.000171556,0.000171556
142,5566.55,0.75205,0.61874,1.05519,0.64836,0.48419,0.54319,0.3485,1.42359,1.37457,1.54757,0.000170031,0.000170031,0.000170031
143,5605.84,0.75476,0.61528,1.05432,0.67495,0.5244,0.55301,0.35579,1.43268,1.38452,1.56414,0.000168507,0.000168507,0.000168507
144,5645.33,0.76431,0.62919,1.06079,0.63134,0.54693,0.5415,0.34449,1.43182,1.41259,1.57132,0.000166982,0.000166982,0.000166982
145,5684.61,0.75783,0.61491,1.05086,0.58759,0.53122,0.55599,0.35048,1.45056,1.34085,1.58289,0.000165458,0.000165458,0.000165458
146,5724.48,0.75995,0.62365,1.05104,0.63202,0.5133,0.54844,0.34858,1.42734,1.35914,1.5605,0.000163933,0.000163933,0.000163933
147,5764.13,0.74897,0.6114,1.04917,0.61986,0.546,0.56102,0.35016,1.43368,1.29038,1.56483,0.000162408,0.000162408,0.000162408
